profession,social_media_sleep,mood_disorder,content_type_social_media,think_time_instagram,think_time_whatsapp,think_time_twitter,think_time_facebook,think_time_youtube,think_time_linkedin,actual_time_instagram,actual_time_whatsapp,actual_time_twitter,actual_time_facebook,actual_time_youtube,actual_time_linkedin,focus_quality,binge_watch_reels,sad_content_feed,social_media_purpose,social_relationship_impact,time_loss_social_media,sleep_quality_general,refreshed_after_social_media,anxious_stressed,compare_with_others,headaches_eyestrain,trouble_sleeping_month,sleep_quality_month,social_media_before_bed,nervous_anxious,smartphone_discomfort
0,4,4,10,0,4,4,4,0,2,0,2,4,4,0,3,4,5,3,67,3,4,2,0,1,4,0,1,3,1,3,4
0,4,4,10,0,2,4,4,1,4,0,2,4,4,1,4,5,5,5,70,4,4,1,0,1,4,1,2,1,1,4,4
0,3,3,36,2,3,4,4,1,4,1,2,4,4,1,4,2,2,4,68,5,4,4,1,0,3,0,2,4,1,4,3
0,4,5,30,0,3,4,4,3,3,0,3,4,4,4,4,5,5,4,60,5,4,2,0,1,4,1,4,3,1,5,5
0,5,4,10,0,1,4,4,1,3,0,0,4,4,0,2,5,5,5,60,1,4,1,0,1,4,1,4,2,1,4,5
0,3,4,27,2,4,3,4,2,4,1,4,4,4,2,4,2,2,5,41,2,3,1,0,1,1,1,3,3,1,1,1
0,5,5,56,2,3,4,4,4,2,2,3,3,3,3,3,4,1,5,46,5,4,5,0,1,5,0,5,5,1,3,1
6,1,4,10,0,0,2,4,0,4,0,0,3,4,0,3,1,5,3,74,3,4,1,0,1,4,1,4,2,1,3,5
6,3,1,10,3,0,4,4,4,1,3,0,4,4,4,1,1,5,5,79,5,4,3,0,0,5,0,1,3,1,1,5
0,4,4,27,0,1,4,4,0,0,0,0,4,4,0,0,5,5,5,67,5,4,3,0,1,3,1,5,3,1,4,1
0,4,3,22,0,2,3,4,1,2,0,3,3,4,0,4,5,5,2,67,1,4,3,0,1,3,1,4,3,1,2,4
0,5,4,10,0,2,4,4,3,4,3,3,3,3,3,3,4,4,3,76,2,4,2,0,0,1,1,5,5,1,3,3
0,5,5,16,0,1,4,4,4,3,0,1,4,4,4,4,5,4,5,67,5,4,3,0,1,4,1,5,3,1,2,2
0,3,4,12,2,3,4,4,4,2,2,3,4,4,4,3,1,2,2,56,1,4,3,0,1,3,0,2,1,1,2,2
0,3,1,10,4,2,4,4,1,4,4,2,4,4,1,4,1,2,2,59,3,3,2,0,0,1,0,1,3,1,2,2
0,4,1,10,0,4,4,4,1,3,0,4,4,4,2,3,5,5,5,67,2,4,1,0,0,3,1,5,1,1,5,2
0,5,3,27,2,3,4,4,1,4,3,3,4,4,4,3,1,1,3,75,3,4,5,1,0,1,1,1,4,1,2,1
0,1,1,22,0,1,2,1,0,0,0,1,3,2,0,1,1,4,4,70,3,3,4,0,0,2,1,1,2,0,4,3
0,1,3,22,3,2,4,4,2,2,3,2,4,4,2,2,2,1,4,59,2,4,4,1,0,3,0,1,3,1,1,3
0,4,3,8,2,2,1,4,0,1,2,2,1,4,1,2,3,3,5,32,1,4,3,0,1,2,1,1,3,1,1,4
0,3,4,16,0,1,4,4,2,2,0,1,4,4,2,3,2,5,5,60,3,4,2,0,1,4,1,5,2,1,2,5
0,4,4,16,2,1,3,4,0,2,2,1,3,4,0,2,3,2,1,70,2,4,5,0,1,1,0,1,5,0,2,1
0,4,4,27,3,2,4,4,1,3,3,3,4,4,1,3,4,1,4,27,3,4,2,0,1,4,1,1,2,1,4,5
0,4,4,16,0,2,4,4,0,3,0,2,4,4,4,4,5,5,5,67,5,4,3,0,1,5,1,4,4,1,4,5
0,4,1,10,1,3,3,4,2,2,1,3,3,4,2,2,3,3,3,39,3,4,2,0,0,3,0,2,3,1,1,2
0,2,3,30,2,1,3,4,0,3,2,1,2,3,0,3,3,2,3,35,2,4,4,1,0,1,1,2,4,1,1,4
0,3,3,33,3,1,4,4,1,2,2,2,4,4,2,3,3,3,5,69,3,4,2,0,0,1,1,4,2,0,3,3
0,4,3,16,2,2,2,4,2,2,2,2,2,4,2,2,4,4,4,39,4,4,4,0,0,1,1,4,4,0,3,2
0,4,3,10,2,2,4,4,3,3,2,2,4,3,3,3,4,2,5,54,3,4,2,0,1,3,0,1,2,1,3,3
0,3,2,27,0,1,2,4,1,1,0,1,1,4,1,1,1,4,5,33,2,3,4,0,0,1,0,1,4,1,1,1
0,3,4,30,1,1,4,4,3,2,0,1,4,4,3,2,5,3,5,67,5,4,2,0,1,3,1,4,4,1,3,5
0,3,4,6,1,1,4,4,1,2,0,1,0,2,2,1,1,1,3,56,2,4,5,1,0,3,0,4,4,1,2,3
0,2,2,22,0,2,3,4,0,4,0,3,4,4,0,4,5,5,3,67,3,4,4,1,1,5,1,2,4,1,2,5
0,4,2,12,1,2,3,4,1,4,1,2,3,4,1,4,3,4,4,60,3,4,2,0,0,4,0,3,3,1,3,3
0,3,2,10,1,2,4,4,2,3,1,2,4,4,1,3,4,5,5,84,4,4,3,0,0,4,1,2,3,1,5,4
0,3,4,16,4,1,3,4,0,2,4,1,4,4,0,3,4,5,3,39,2,4,4,1,1,3,1,1,4,1,5,4
0,3,1,30,0,2,4,4,1,4,0,2,4,4,1,4,4,1,4,67,3,4,4,1,0,3,0,1,4,1,1,4
0,1,1,10,0,4,4,1,3,4,0,4,4,1,3,4,5,3,3,67,2,4,3,1,0,4,0,2,4,1,2,1
0,3,2,30,0,2,4,4,0,3,0,3,3,3,0,3,4,4,3,67,4,3,3,1,0,3,1,2,3,1,1,2
0,4,2,30,3,1,4,4,0,2,3,1,4,4,1,2,3,4,3,70,5,4,4,1,0,3,0,3,4,1,2,3
0,3,2,30,2,0,3,4,1,3,2,0,4,4,2,4,4,2,5,67,2,4,4,1,0,4,1,1,4,1,2,4
0,5,4,16,2,3,4,4,1,3,2,4,4,4,1,4,4,2,3,67,2,4,4,0,1,3,1,2,3,0,4,2
0,5,4,44,2,4,4,4,0,4,2,4,4,4,4,4,5,5,5,52,1,4,1,0,0,5,1,4,5,1,5,4
0,1,2,30,3,3,4,4,3,4,3,3,4,4,3,4,4,3,5,52,5,4,3,0,1,5,1,3,2,1,3,5
0,3,4,25,2,4,4,4,4,3,2,3,4,4,4,3,5,2,4,28,4,4,4,1,1,4,1,4,4,1,1,3
0,4,3,10,1,4,4,4,1,4,0,4,4,4,2,3,3,5,5,59,3,4,3,0,1,5,1,5,3,1,4,4
0,3,3,30,1,3,4,4,0,4,1,4,4,4,0,4,4,4,3,60,3,4,4,1,0,4,1,1,4,1,4,2
0,5,5,10,0,4,4,4,2,3,0,4,4,4,3,4,5,5,1,59,1,4,4,0,1,5,1,1,4,1,4,1
0,3,1,44,1,1,4,4,2,3,1,1,4,4,2,3,3,2,4,8,4,4,3,1,0,2,0,1,4,0,1,1
0,5,3,12,2,3,4,4,3,3,2,3,4,4,3,4,4,4,1,70,3,3,3,0,1,5,1,3,3,1,2,2
0,4,3,13,0,2,4,4,1,2,0,2,4,4,2,2,3,4,4,67,4,4,2,0,0,2,0,2,3,1,3,4
0,3,4,22,3,1,4,4,3,3,3,2,4,4,4,3,2,3,3,49,3,4,3,1,1,2,1,2,3,1,5,2
0,3,1,22,2,3,4,4,2,4,2,3,4,4,3,4,2,2,2,67,3,3,4,1,0,1,0,1,4,1,2,2
0,5,4,22,2,3,4,4,1,4,2,3,4,4,1,4,4,3,5,60,2,4,3,0,0,3,1,2,4,0,4,4
0,1,1,22,1,4,3,4,1,4,1,4,3,4,1,4,3,2,1,60,3,3,5,0,0,3,0,1,5,1,1,1
0,1,5,10,0,2,4,4,2,4,0,2,4,4,1,4,5,5,5,60,2,4,1,0,1,4,1,5,3,1,3,3
0,3,3,12,2,3,4,4,2,4,2,3,4,4,1,4,3,4,3,59,3,3,5,0,0,2,1,2,4,1,2,4
0,3,1,30,3,4,4,4,2,2,3,4,4,4,2,2,1,1,1,58,3,4,4,0,0,1,0,4,4,0,1,1
0,2,4,30,1,2,4,4,0,1,1,2,4,4,0,2,5,4,4,59,5,4,4,0,1,4,0,1,4,1,4,4
0,3,2,22,1,2,3,4,1,2,1,2,3,4,1,2,3,4,4,67,4,4,2,0,0,4,1,2,3,1,1,4
0,5,5,30,3,2,2,4,1,2,3,2,2,4,1,2,5,1,2,70,2,4,3,0,0,1,1,4,2,0,3,1
0,5,1,10,0,3,4,4,0,3,0,3,4,4,0,3,4,2,1,51,3,4,4,1,0,3,1,1,4,1,2,3
0,4,4,22,2,1,4,4,3,4,2,1,4,4,3,4,3,3,5,49,3,4,2,0,1,3,1,3,2,1,3,2
0,5,2,22,1,3,4,4,3,4,2,3,4,4,3,4,4,5,5,67,5,4,5,1,0,2,1,3,5,1,2,4
0,3,5,26,1,1,4,4,2,3,1,1,4,1,1,3,5,5,5,67,4,4,4,1,1,3,1,3,4,1,3,3
0,5,5,22,1,0,3,4,0,4,1,0,3,4,0,4,4,4,1,49,4,4,2,0,1,3,0,5,2,1,5,4
1,4,5,26,4,4,4,4,0,4,4,2,4,4,1,4,4,2,3,35,1,4,3,0,1,4,0,2,3,1,4,4
0,1,1,12,2,3,2,4,0,3,2,3,2,4,0,3,1,1,5,60,1,3,5,1,0,2,0,4,3,1,3,5
0,3,3,16,1,2,4,4,0,4,1,2,4,4,1,4,3,4,4,49,4,4,1,0,0,2,0,4,1,1,1,3
0,4,1,44,2,4,4,4,1,1,2,4,4,4,1,2,2,4,5,43,5,4,4,1,0,5,0,1,4,1,4,3
0,3,2,12,3,2,4,4,0,2,2,2,3,3,0,2,1,1,2,36,4,4,3,0,0,1,0,1,4,1,1,2
0,5,5,9,0,2,4,4,1,2,0,2,4,4,1,2,5,5,5,67,5,4,4,0,1,5,0,3,4,1,1,3
0,3,4,27,2,4,2,4,0,4,2,4,1,4,2,4,2,2,1,59,3,4,4,1,0,3,0,1,4,1,5,5
0,3,4,30,2,4,3,4,2,3,2,4,3,4,2,3,4,4,5,70,2,4,3,0,0,2,0,1,4,0,2,3
0,3,3,31,2,4,4,4,2,4,2,4,4,4,2,4,4,4,1,80,2,4,4,1,0,3,1,3,4,1,1,3
0,2,2,16,1,1,4,4,2,0,1,1,4,4,2,1,2,3,4,49,3,4,3,0,0,4,1,3,3,1,1,1
0,3,4,10,2,1,2,3,0,3,2,1,3,2,0,3,3,4,4,52,2,4,2,0,1,4,1,4,2,1,3,3
0,4,5,16,2,2,4,4,2,2,2,2,4,4,2,2,3,4,5,70,4,4,3,1,0,2,1,5,3,1,1,3
9,2,2,55,4,2,4,4,4,4,4,2,3,4,4,4,1,1,1,22,3,3,3,0,0,1,0,1,3,1,1,1
8,2,2,13,4,2,4,4,1,4,4,1,4,4,1,4,3,3,1,49,3,4,4,0,1,3,1,1,4,0,2,2
0,3,2,26,4,1,4,4,0,1,4,1,4,4,0,1,4,4,2,60,4,4,3,1,0,2,1,4,2,1,3,4
6,3,3,54,2,3,1,2,1,1,2,2,1,3,1,1,2,3,4,67,2,4,4,0,1,2,1,2,4,1,1,1
0,5,5,10,0,0,3,4,2,4,0,0,2,2,0,2,5,5,5,52,5,4,5,1,1,5,1,5,5,1,5,5
8,4,3,30,3,3,4,4,3,4,2,3,4,4,1,4,3,4,2,59,4,4,4,1,0,3,0,2,4,0,1,3
0,4,4,10,2,1,3,4,1,2,1,1,4,4,1,4,3,1,4,60,4,4,3,0,1,3,1,2,3,0,4,4
7,1,3,30,0,0,4,4,2,1,1,2,4,4,4,2,1,5,1,14,3,4,3,1,0,1,1,3,3,1,1,3
0,5,4,16,0,0,3,4,2,2,0,0,3,4,2,2,5,5,5,60,3,4,1,0,1,5,1,5,1,1,5,5
0,1,4,10,1,4,4,3,3,2,1,3,4,3,3,2,5,5,5,67,4,4,5,0,1,2,1,1,5,1,2,2
0,2,4,22,0,1,4,4,4,4,0,1,4,4,4,4,3,3,4,60,3,4,1,0,0,2,1,3,2,1,5,4
0,3,4,22,1,2,4,4,1,4,1,2,4,4,1,4,4,2,5,52,3,4,4,0,1,1,0,1,5,1,2,1
0,3,4,30,2,1,4,4,0,2,2,1,4,3,1,2,4,4,2,74,3,4,4,1,0,3,1,3,4,1,1,3
0,5,5,10,0,4,4,4,0,4,0,4,4,4,0,4,5,5,4,67,4,4,5,0,0,3,1,3,1,1,1,1
0,2,3,16,1,1,3,3,1,2,1,1,4,4,1,2,4,3,5,67,3,4,4,0,0,3,1,2,4,1,2,4
0,2,1,22,1,3,4,4,2,4,0,2,4,4,2,4,3,3,5,67,2,3,2,1,0,4,0,3,2,1,4,2
0,2,1,10,2,2,4,4,3,3,2,4,4,4,2,4,2,3,3,49,1,3,2,0,0,3,1,3,3,1,3,3
0,4,2,10,0,3,3,4,1,3,1,3,3,4,1,3,4,4,3,67,3,4,3,0,0,4,1,3,3,1,3,4
4,3,3,30,2,2,3,2,0,3,2,2,2,2,0,2,4,3,2,63,3,4,2,1,0,3,1,4,3,1,2,4
0,3,3,10,2,3,4,4,1,3,2,3,4,4,1,3,4,3,2,39,4,4,5,1,1,3,1,2,5,1,4,4
0,3,3,5,4,0,4,4,0,4,4,0,4,4,0,4,5,5,3,30,3,3,5,0,0,5,1,5,3,1,4,4
0,3,1,26,1,2,4,4,2,3,0,1,4,4,2,4,4,4,5,60,3,3,2,0,0,1,1,4,3,1,1,5
0,4,3,27,2,3,4,4,2,2,1,3,4,4,3,3,1,4,4,74,3,4,3,1,0,1,0,4,3,1,2,2
0,3,3,27,2,1,4,4,1,2,2,1,4,4,1,2,3,3,4,67,3,3,3,0,0,3,0,1,4,1,2,3
0,3,4,10,2,2,4,4,3,3,1,2,4,4,4,4,4,2,4,49,3,4,4,0,1,2,1,1,4,0,1,2
5,5,5,12,1,3,4,4,0,3,1,3,4,4,0,3,4,5,2,40,2,4,4,0,1,5,1,1,4,1,5,4
0,5,5,10,0,2,4,4,2,4,0,2,4,4,2,4,5,5,5,46,1,4,2,0,1,5,1,4,2,1,4,4
0,5,3,16,2,4,4,4,2,3,2,4,4,4,2,4,5,4,5,43,4,4,4,1,1,3,1,2,4,0,1,1
2,5,4,30,2,1,3,4,3,2,2,3,4,4,4,3,1,3,1,79,4,4,5,0,0,4,1,1,5,1,1,1
